"Search Results"

"Summary"
"Saved on","7/18/2022 3:49:43 PM"
"Searched for","interdomain allostery OR intramolecular regulation OR intrasteric regulation OR active-site-directed regulation OR motif exposure OR autoinhibition OR signaling conduit function"
"In folder(s)","G:\My Drive\FIL\cis_project\Gsponer2016\positive_papers"
"Number of document(s) found","62"             
"Number of instance(s) found","893"            

"File name","Title","Page","Search Instance"
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","3","the regulation of autoinhibition as the different mechanisms of regulation can occur in combination "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","3","we investigated whether autoinhibition of proteins with idIM or sIM is regulated differently ("
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","3","we explored whether autoinhibition is more often allosteric or steric in nature. Autoinhibition is "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","3","steric in nature. Autoinhibition is steric for the large majority of proteins with idIMs "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","3","the regulation of autoinhibition and reveal only small differences in the statistics of the "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","of regulation of autoinhibition is indicated as a symbol in the black squares. The "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","the IM relieves autoinhibition. (D) p47phox. Tandem SH3 domains of p47"
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","the IM relieve autoinhibition and enable p47phox to bind target sequences with its "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","the kinase reinforces autoinhibition by promoting intramolecular interactions between the tail and the SH2 "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","the relief of autoinhibition is the dephosphorylation of the Tyr in the C-terminal "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","the regulation of autoinhibition that such a difference is notable. As our literature search "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","4","Intrinsic Disorder in Autoinhibition Structure 21, 332.341, March 5, 2013 a2013 Elsevier "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","5","and Babu, 2009). Autoinhibition is often relieved by binding of the IM to partner "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","5","the relief of autoinhibition in Vav1 (Li et al., 2008) or Moesin ("
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","5","to the NLS. Autoinhibition is relieved by binding of the idIM to importin-b. "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","5","the review on autoinhibition by Pufall and Graves (2002) in order to 20 "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","5","Intrinsic Disorder in Autoinhibition 336 Structure 21, 332.341, March 5, 2013 a2013 "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","6","Intrinsic Disorder in Autoinhibition get a larger data set. Isoform data was retrieved from "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","6","for relief of autoinhibition. IdIMs Can Have a Broad Spectrum of Disorder in Some "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","7","Intrinsic Disorder in Autoinhibition Figure 5. Disorder Distribution and Sequence Conservation in the idIMs "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","achieved without affecting autoinhibition by, at least partial, conservation of the residues at the "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","both aspects of autoinhibition. Multiple accessible phosphorylation sites and structural variability are enriched in "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","intrinsic disorder in autoinhibition. EXPERIMENTAL PROCEDURES Assembly of Sets of Autoinhibited Proteins A first "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","papers, where the autoinhibition of these proteins was detected. This set of proteins, their "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","the mechanism of autoinhibition is available were located in two ways: by searching ("
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","key word ÅeÅeautoinhibitionÅfÅf, and (2) the PubMed database (Wheeler et al., "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","containing both ÅeÅeautoinhibitionÅfÅf and ÅeÅestructureÅfÅf in their titles or abstracts (as "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","not implicated in autoinhibition. The second control set was constructed from proteins randomly sampled "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","8","Intrinsic Disorder in Autoinhibition Structure 21, 332.341, March 5, 2013 a2013 Elsevier "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","protein NHERF1 controls autoinhibition and complex formation. J. Biol. Chem. 285, 9981.9994. Buck, "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","allosteric model for autoinhibition rationalizes WASP signal integration and targeting. J. Mol. Biol. 338, "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","R. (2003). Autoinhibition of the kit receptor tyrosine kinase by the cytosolic juxtamembrane "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","Intrinsic Disorder in Autoinhibition Chen, L.L., Sabripour, M., Wu, E.F., Prieto, V."
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","2011). Tuning protein autoinhibition by domain destabilization. Nat. Struct. Mol. Biol. 18, 550.555. "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","(2004). Juxtamembrane autoinhibition in receptor tyrosine kinases. Nat. Rev. Mol. Cell Biol. 5, "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","9","K. (2000). Autoinhibition and activation mechanisms of the Wiskott-Aldrich syndrome protein. Nature "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","10","1 DNA binding autoinhibition. J. Biol. Chem. 280, 7088.7099. Li, P., Martins, I."
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","10","basis for the autoinhibition and STI-571 inhibition of c-Kit tyrosine kinase. J. "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","10","Structural basis for autoinhibition of the Ephb2 receptor tyrosine kinase by the unphosphorylated juxtamembrane "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","10","mechanisms of cooperative autoinhibition and activation of Vav1. Cell 140, 246.256. Structure Intrinsic "
"Trudeau 2013.pdf","Structure and Intrinsic Disorder in Protein Autoinhibition","10","Intrinsic Disorder in Autoinhibition Structure 21, 332.341, March 5, 2013 a2013 Elsevier "

"File name","Title","Page","Search Instance"
"Zheng 2011.pdf","Auto-inhibitory role of the EF-SAM domain of STIM proteins in store-operated calcium entry","1","contributors to the autoinhibition of oligomerization in each respective isoform. Our nuclear magnetic resonance "
"Zheng 2011.pdf","Auto-inhibitory role of the EF-SAM domain of STIM proteins in store-operated calcium entry","5","mechanism for the autoinhibition of SAM oligomerization via an intramolecular association. Our present STIM2 "
"Zheng 2011.pdf","Auto-inhibitory role of the EF-SAM domain of STIM proteins in store-operated calcium entry","5","proteins. However, the autoinhibition of SAM oligomerization via an intramolecular EF-hand association, as "

"File name","Title","Page","Search Instance"
"Yuzawa 2004.pdf","A molecular mechanism for autoinhibition of the tandem SH3 domains of p47phox, the regulatory subunit of the phagocyte NADPH oxidase","Document Metadata","Title: molecular mechanism for autoinhibition of the tandem SH3 domains of p47phox, the regulatory subunit "
"Yuzawa 2004.pdf","A molecular mechanism for autoinhibition of the tandem SH3 domains of p47phox, the regulatory subunit of the phagocyte NADPH oxidase","Document Metadata","Found 1 instance(s) in additional metadata"
"Yuzawa 2004.pdf","A molecular mechanism for autoinhibition of the tandem SH3 domains of p47phox, the regulatory subunit of the phagocyte NADPH oxidase","1","phox mechanism for autoinhibition of the tandem SH3 domains of p47 phox phox c "

"File name","Title","Page","Search Instance"
"Kaan 2011.pdf","The Structure of the Kinesin-1 Motor-Tail Complex Reveals the Mechanism of Autoinhibition","Document Metadata","Title: the Mechanism of Autoinhibition"
"Kaan 2011.pdf","The Structure of the Kinesin-1 Motor-Tail Complex Reveals the Mechanism of Autoinhibition","1","the Mechanism of Autoinhibition Hung Yi Kristal Kaan,1 David D. Hackney,2 Frank "
"Kaan 2011.pdf","The Structure of the Kinesin-1 Motor-Tail Complex Reveals the Mechanism of Autoinhibition","1","adenosine diphosphate. This autoinhibition mechanism could extend to some other kinesins. Kinesin-1 "
"Kaan 2011.pdf","The Structure of the Kinesin-1 Motor-Tail Complex Reveals the Mechanism of Autoinhibition","2","lockdown mechanism of autoinhibition. On the basis of the crystal structures, the motor domains "
"Kaan 2011.pdf","The Structure of the Kinesin-1 Motor-Tail Complex Reveals the Mechanism of Autoinhibition","3","a double lockdown autoinhibition mechanism, whereby cross-linking at the coiled-coil and tail "
"Kaan 2011.pdf","The Structure of the Kinesin-1 Motor-Tail Complex Reveals the Mechanism of Autoinhibition","4","the Mechanism of Autoinhibition Hung Yi Kristal Kaan, David D. Hackney, and Frank Kozielski "

"File name","Title","Page","Search Instance"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","Document Metadata","Title: in FGF Receptor Autoinhibition"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","Document Metadata","Found 1 instance(s) in additional metadata"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","1","in FGF Receptor Autoinhibition Juliya Kalinina,1,4,5 Kaushik Dutta,2,5 Dariush Ilghari,1,5 Andrew "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","1","receptor (FGFR) autoinhibition mediated by the alternatively spliced immunoglobulin (Ig) domain 1 "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","1","subregion in FGFR autoinhibition. INTRODUCTION The mammalian fibroblast growth factors (FGFs) comprise a "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","2","Mediated FGF Receptor Autoinhibition Figure 1. FGF, FGFR, and HS Form a Symmetric 2:"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","Mediated FGF Receptor Autoinhibitionsplicing event controls receptor autoinhibition (Olsen et al., 2004; "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","event controls receptor autoinhibition (Olsen et al., 2004; Roghani and Moscatelli, 2007; Shi "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","linker impose receptor autoinhibition is controversial. McKeehan and colleagues (Wang et al., 1995) "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","role in FGFR autoinhibition. In this study, we explored the role of the AB/"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","linker in FGFR autoinhibition in cis by nuclear magnetic resonance (NMR) and surface "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","role in FGFR autoinhibition. RESULTS AB/Linker-Imposed Receptor Autoinhibition Is an Intrinsic Property "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","Linker-Imposed Receptor Autoinhibition Is an Intrinsic Property of the Isolated FGFR3c Ectodomain Alternative "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","linker in FGFR autoinhibition. We have previously shown that an FGFR3c ectodomain fragment lacking "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","linker-imposed receptor autoinhibition occurs in the context of the isolated FGFR3c ectodomain, i."
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","3","linker-mediated FGFR3c autoinhibition in the context of the isolated receptor ectodomain, we then "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","4","Mediated FGF Receptor Autoinhibition Figure 2. The AB-mediated Autoinhibition of HS- and Ligand-"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","4","The AB-mediated Autoinhibition of HS- and Ligand-Binding to FGFR3c Is Intrinsically Present "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","4","analysis. AB-Mediated Autoinhibition of HS Binding Is Intact in the D1-AB-D2 "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","4","AB/linker-imposed autoinhibition of ligand binding because X-ray crystal structures of several "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","4","AB/linker-mediated autoinhibition of HS binding to D2 still takes place in the "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","4","AB/linker-mediated autoinhibition of HS binding to receptor is fully intact in the "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","5","Mediated FGF Receptor Autoinhibition(Table 1; Figures 2A and 2B; Figures S3A and "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","5","linker in FGFR autoinhibition. AB Engages in cis the HBS on D2 of FGFR3c "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","6","Mediated FGF Receptor Autoinhibition Figure 3. The AB/Linker Region Interacts Intramolecularly with the "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","Mediated FGF Receptor AutoinhibitionTable S1) and compared its HS binding affinity to that "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","second level of autoinhibition. D1 Is Dispensable for Autoinhibition of HS Binding to FGFR1c "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","Is Dispensable for Autoinhibition of HS Binding to FGFR1c but Plays a Minor Role "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","Minor Role in Autoinhibition of Ligand Binding to FGFR1c We next dissected the role "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","D1 in FGFR autoinhibition. To do so, we decided to make an FGFR3c construct "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","was sufficient for autoinhibition of HS- and ligand-binding to the receptor, then deletion "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","impact on receptor autoinhibition, that is, the AB-D2-D3 construct should have similar "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","role in the autoinhibition of HS binding to the receptor (Table 1; Figures "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","constructs, suggesting that autoinhibition of ligand-binding to the receptor remains nearly intact in "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","is dispensable for autoinhibition of HS binding to FGFR but may play a minor "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","minor role in autoinhibition of ligand binding to FGFR. The AB Subregion Interacts Transiently "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","7","role in FGFR autoinhibition by engaging in cis the HBS of the receptor D2 "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","level of FGFR autoinhibition, which is autoinhibition of receptor dimerization. These three levels of "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","autoinhibition, which is autoinhibition of receptor dimerization. These three levels of AB-mediated FGFR "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","AB-mediated FGFR autoinhibition act in concert to keep FGF signaling under tight control. "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","subregion in FGFR autoinhibition, sequence analysis of FGFR ectodomains shows that the AB subregion "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","populated. Thus, FGFR autoinhibition differs from the classic autoinhibition systems, such as the Wiskott-"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","from the classic autoinhibition systems, such as the Wiskott-Aldrich syndrome protein (Buck "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","AB-mediated FGFR autoinhibition would provide an effective mechanism to keep FGF signaling under "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","role in FGFR autoinhibition as opposed to being merely a ÅeÅepassive tether.ÅfÅf This "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","the fact that autoinhibition in FGFR1c and FGFR3c is solely relieved by substituting the "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","8","Mediated FGF Receptor Autoinhibition 84 Structure 20, 77.88, January 11, 2012 a2012 "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","to study receptor autoinhibition (Figure 3B2; Figure S7A). Heparan sulfate is abundantly expressed "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","AB-mediated receptor autoinhibition has evolved to minimize the risk of inadvertent ligandindependent HS-"
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","AB-mediated FGFR autoinhibition may also provide a molecular explanation for the recent finding "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","the AB-mediated autoinhibition may also serve as a mechanism to reinforce FGF-binding "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","of overcoming the autoinhibition will gain access to the ligand-binding site on the "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","AB-mediated FGFR autoinhibition along with their effect on FGF-binding specificity would, therefore, "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","of FGFR ectodomain autoinhibition differs from that of the epidermal growth factor receptor, the "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","9","Mediated FGF Receptor AutoinhibitionStructure 20, 77.88, January 11, 2012 a2012 Elsevier "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","10","Mediated FGF Receptor Autoinhibition Figure 6. The AB Subregion of the AB/ Linker Region "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","11","allosteric model for autoinhibition rationalizes WASP signal integration and targeting. J. Mol. Biol. 338, "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","11","Mediated FGF Receptor AutoinhibitionStructure 20, 77.88, January 11, 2012 a2012 Elsevier "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","12","growth factor receptor autoinhibition and ligand-binding promiscuity. Proc. Natl. Acad. Sci. USA 101, "
"Kalinina 2012.pdf","The Alternatively Spliced Acid Box Region Plays a Key Role in FGF Receptor Autoinhibition","12","Mediated FGF Receptor Autoinhibition 88 Structure 20, 77.88, January 11, 2012 a2012 "

"File name","Title","Page","Search Instance"
"Bai 2012.pdf","","1","is regulated by autoinhibition. Conclusion: The mechanistic understanding of regulated cargo binding has been "
"Bai 2012.pdf","","1","localized mechanism of autoinhibition in regulating cargo binding. Thus, we have elucidated a key "
"Bai 2012.pdf","","2","Autoinhibition of ACAP1 ACAP1 is a member of the ADP-ribosylation "
"Bai 2012.pdf","","3","and ribbon representations Autoinhibition of ACAP1 of molecular structures were generated using PyMOL. Molecular "
"Bai 2012.pdf","","4","Autoinhibition of ACAP1 C-terminal end (Fig. 1B). These constructs "
"Bai 2012.pdf","","5","precipitation. IP, immunoprecipitation. Autoinhibition of ACAP1 AUGUST 17, 2012.VOLUME 287.NUMBER 34 JOURNAL "
"Bai 2012.pdf","","6","Autoinhibition of ACAP1 FIGURE 4. C-terminal portion of ACAP1 reproduces "
"Bai 2012.pdf","","7","Autoinhibition of ACAP1 FIGURE 5. Structure of the C-terminal portion "
"Bai 2012.pdf","","8","inhibit cargo binding. Autoinhibition of ACAP1 28682 JOURNAL OF BIOLOGICAL CHEMISTRY VOLUME 287.NUMBER "
"Bai 2012.pdf","","9","Autoinhibition of ACAP1 FIGURE 6. Linker region between the GAP and "
"Bai 2012.pdf","","10","Autoinhibition of ACAP1 because this minimal region acts functionally as a "
"Bai 2012.pdf","","10","and integrin recycling. Autoinhibition has emerged as a common mechanism of regulating the function "
"Bai 2012.pdf","","10","most cases, however, autoinhibition has been shown to involve large conformational changes within the "
"Bai 2012.pdf","","10","localized mechanism of autoinhibition, which involves a flexible linker region between the GAP and "
